La Entrada,-3741,-943,496.0
Naranjito,-3760,-942,931.0
Tras Cerros,-3702,-941,628.0
Sensuntepeque,-4025,-940,704.0
Victoria,-4005,-939,772.0
San Agustin,-4204,-938,265.0
Puerto Barrios,-3645,-937,5.0
Jiquilisco,-4256,-936,38.0
Gracias,-3861,-935,803.0
Azacualpa,-3689,-934,267.0
Puerto El Triunfo,-4271,-933,20.0
Orange Walk,-3491,-932,32.0
Berlin,-4171,-931,1021.0
Ozatlan,-4230,-930,207.0
Santiago de Maria,-4184,-929,936.0
Usulutan,-4246,-928,92.0
Santa Elena,-4231,-927,170.0
San Marcos,-3701,-926,231.0
Quimistan,-3687,-925,183.0
Pinalejo,-3682,-924,260.0
Jucuapa,-4164,-923,471.0
San Luis,-3736,-922,1037.0
Concepcion Batres,-4244,-921,77.0
Sesori,-4075,-920,228.0
El Transito,-4245,-919,100.0
San Rafael Oriente,-4232,-918,199.0
Chinameca,-4170,-917,753.0
Nueva Guadalupe,-4153,-916,502.0
Lolotique,-4140,-915,511.0
San Nicolas,-3763,-914,486.0
San Jose de Colinas,-3745,-913,287.0
Chetumal,-3412,-912,1.0
Chapeltique,-4108,-911,180.0
Ciudad Barrios,-4055,-910,807.0
Moncagua,-4152,-909,231.0
Jucuaran,-4277,-908,690.0
Santa Barbara,-3767,-907,264.0
Trinidad,-3721,-906,292.0
Dangriga,-3566,-905,1.0
Guatajiagua,-4096,-904,332.0
Cuyamel,-3648,-903,6.0
Belize City,-3542,-902,4.0
San Miquel,-4185,-901,130.0
La Esperanza,-3941,-900,1721.0
Naco,-3683,-899,163.0
Intibuca,-3936,-898,1705.0
Cofradia,-3679,-897,155.0
Chirilagua,-4288,-896,343.0
San Francisco,-4085,-895,302.0
Cacaopera,-4054,-894,552.0
Las Vegas,-3781,-893,832.0
Intipuca,-4297,-892,102.0
Pena Blanca,-3664,-891,137.0
Marcala,-3964,-890,1288.0
San Antonio de Cortes,-3729,-889,542.0
San Pedro Sula,-3667,-888,84.0
Omoa,-3641,-887,26.0
Jocoro,-4115,-886,268.0
Sociedad,-4084,-885,392.0
Pueblo Nuevo,-3703,-884,146.0
Villanueva,-3697,-883,101.0
La Jutosa,-3654,-882,192.0
Jesus de Otoro,-3893,-881,638.0
Rio Lindo,-3744,-880,153.0
Corinto,-4039,-879,841.0
Taulabe,-3831,-878,570.0
Potrerillos,-3710,-877,96.0
Pimienta Vieja,-3709,-876,96.0
San Alejo,-4214,-875,190.0
Choloma,-3657,-874,40.0
San Manuel,-3691,-873,43.0
La Lima,-3677,-872,35.0
Milwaukee,-393,-871,195.0
Santa Cruz de Yojoa,-3752,-870,487.0
Santa Rosa de Lima,-4112,-869,93.0
Agua Blanca Sur,-3708,-868,64.0
Anamoros,-4064,-867,167.0
Conchagua,-4263,-866,294.0
Baracoa,-3642,-865,13.0
La Union,-4251,-864,10.0
Pasaquina,-4125,-863,51.0
Nueva Esparta,-4048,-862,312.0
Siguatepeque,-3857,-861,1067.0
El Progreso,-3680,-860,45.0
Lejamani,-3921,-859,668.0
Ajuterique,-3919,-858,655.0
El Negrito,-3695,-857,241.0
La Paz,-3937,-856,680.0
Langue,-4113,-855,138.0
Chicago,-602,-854,181.0
Mezapa,-3661,-853,164.0
Comayagua,-3904,-852,594.0
Villa de San Antonio,-3935,-851,597.0
La Libertad,-3815,-850,484.0
Morazan,-3696,-849,207.0
Agua Fria,-4193,-848,7.0
Nacaome,-4149,-847,37.0
Tela,-3639,-846,3.0
San Lorenzo,-4216,-845,5.0
Zambrano,-3949,-844,1373.0
Monjaras,-4295,-843,6.0
Minas de Oro,-3798,-842,971.0
Arizona,-3655,-841,99.0
Santa Rita,-3717,-840,776.0
San Juan Pueblo,-3660,-839,149.0
Tegucigalpa,-3973,-838,997.0
Ciudad Choluteca,-4265,-837,44.0
Puerto Morazan,-4349,-836,5.0
Corinto,-4387,-835,11.0
El Realejo,-4382,-834,9.0
El Viejo,-4372,-833,50.0
Chinandega,-4374,-832,50.0
Yoro,-3722,-831,661.0
La Masica,-3656,-830,77.0
Talanga,-3917,-829,838.0
Santa Ana,-3652,-828,70.0
Chichigalpa,-4379,-827,76.0
Valle de Angeles,-3963,-826,1290.0
San Juan de Flores,-3948,-825,717.0
El Triunfo,-4309,-824,100.0
Posoltega,-4381,-823,71.0
Villa de San Francisco,-3962,-822,834.0
Somotillo,-4325,-821,34.0
Leon,-4396,-820,102.0
Telica,-4384,-819,121.0
Cancun,-3204,-818,5.0
Guaimaca,-3877,-817,829.0
Birmingham,-2284,-816,173.0
San Marcos de Colon,-4205,-815,1020.0
La Ceiba,-3640,-814,8.0
Nashville,-1740,-813,151.0
Teupasenti,-3954,-812,602.0
La Paz Centro,-4410,-811,71.0
Campamento,-3875,-810,718.0
San Juan de Limay,-4302,-809,299.0
Achuapa,-4321,-808,375.0
Somoto,-4186,-807,706.0
Danli,-3985,-806,815.0
Larreynaga,-4369,-805,99.0
Olanchito,-3666,-804,148.0
Nagarote,-4413,-803,89.0
El Paraiso,-4026,-802,820.0
El Sauce,-4341,-801,171.0
Carlos Fonseca Amador,-4446,-800,94.0
Pueblo Nuevo,-4233,-799,600.0
Ocotal,-4110,-798,599.0
San Rafael del Sur,-4470,-797,109.0
Mozonte,-4101,-796,647.0
Condega,-4247,-795,563.0
Palacaguina,-4201,-794,528.0
